Date,Product_ID,Actual_Sales,Forecasted_Sales,Model
2023-12-31,P0001,483.0,675.4500090748786,ARIMA
2024-01-01,P0001,807.0,675.4500090748786,ARIMA
2023-08-08,P0002,932.0,658.1458129882812,LSTM
2023-08-09,P0002,750.0,650.9827270507812,LSTM
2023-08-10,P0002,1203.0,650.2942504882812,LSTM
2023-08-11,P0002,739.0,645.7471923828125,LSTM
2023-08-12,P0002,281.0,644.176025390625,LSTM
2023-08-13,P0002,462.0,644.389892578125,LSTM
2023-08-14,P0002,1030.0,646.6864013671875,LSTM
2023-08-15,P0002,442.0,645.072509765625,LSTM
2023-08-16,P0002,938.0,645.2186279296875,LSTM
2023-08-17,P0002,583.0,645.301025390625,LSTM
2023-08-18,P0002,746.0,645.3893432617188,LSTM
2023-08-19,P0002,384.0,645.4042358398438,LSTM
2023-08-20,P0002,715.0,645.3778686523438,LSTM
2023-08-21,P0002,797.0,645.3638916015625,LSTM
2023-08-22,P0002,361.0,645.3864135742188,LSTM
2023-08-23,P0002,597.0,645.3824462890625,LSTM
2023-08-24,P0002,700.0,645.3798828125,LSTM
2023-08-25,P0002,447.0,645.3783569335938,LSTM
2023-08-26,P0002,407.0,645.37841796875,LSTM
2023-08-27,P0002,784.0,645.3790283203125,LSTM
2023-08-28,P0002,264.0,645.3788452148438,LSTM
2023-08-29,P0002,301.0,645.3786010742188,LSTM
2023-08-30,P0002,386.0,645.3787231445312,LSTM
2023-08-31,P0002,982.0,645.3787841796875,LSTM
2023-09-01,P0002,556.0,645.3787841796875,LSTM
2023-09-02,P0002,638.0,645.3787841796875,LSTM
2023-09-03,P0002,528.0,645.3787841796875,LSTM
2023-09-04,P0002,569.0,645.3787841796875,LSTM
2023-09-05,P0002,594.0,645.3787841796875,LSTM
2023-09-06,P0002,746.0,645.3787841796875,LSTM
2023-09-07,P0002,494.0,645.3787841796875,LSTM
2023-09-08,P0002,558.0,645.3787841796875,LSTM
2023-09-09,P0002,654.0,645.3787841796875,LSTM
2023-09-10,P0002,357.0,645.3787841796875,LSTM
2023-09-11,P0002,653.0,645.3787841796875,LSTM
2023-09-12,P0002,766.0,645.3787841796875,LSTM
2023-09-13,P0002,633.0,645.3787841796875,LSTM
2023-09-14,P0002,770.0,645.3787841796875,LSTM
2023-09-15,P0002,387.0,645.3787841796875,LSTM
2023-09-16,P0002,797.0,645.3787841796875,LSTM
2023-09-17,P0002,222.0,645.3787841796875,LSTM
2023-09-18,P0002,382.0,645.3787841796875,LSTM
2023-09-19,P0002,677.0,645.3787841796875,LSTM
2023-09-20,P0002,997.0,645.3787841796875,LSTM
2023-09-21,P0002,415.0,645.3787841796875,LSTM
2023-09-22,P0002,665.0,645.3787841796875,LSTM
2023-09-23,P0002,253.0,645.3787841796875,LSTM
2023-09-24,P0002,995.0,645.3787841796875,LSTM
2023-09-25,P0002,575.0,645.3787841796875,LSTM
2023-09-26,P0002,637.0,645.3787841796875,LSTM
2023-09-27,P0002,504.0,645.3787841796875,LSTM
2023-09-28,P0002,340.0,645.3787841796875,LSTM
2023-09-29,P0002,620.0,645.3787841796875,LSTM
2023-09-30,P0002,728.0,645.3787841796875,LSTM
2023-10-01,P0002,711.0,645.3787841796875,LSTM
2023-10-02,P0002,378.0,645.3787841796875,LSTM
2023-10-03,P0002,484.0,645.3787841796875,LSTM
2023-10-04,P0002,602.0,645.3787841796875,LSTM
2023-10-05,P0002,724.0,645.3787841796875,LSTM
2023-10-06,P0002,641.0,645.3787841796875,LSTM
2023-10-07,P0002,663.0,645.3787841796875,LSTM
2023-10-08,P0002,452.0,645.3787841796875,LSTM
2023-10-09,P0002,579.0,645.3787841796875,LSTM
2023-10-10,P0002,608.0,645.3787841796875,LSTM
2023-10-11,P0002,876.0,645.3787841796875,LSTM
2023-10-12,P0002,739.0,645.3787841796875,LSTM
2023-10-13,P0002,590.0,645.3787841796875,LSTM
2023-10-14,P0002,748.0,645.3787841796875,LSTM
2023-10-15,P0002,639.0,645.3787841796875,LSTM
2023-10-16,P0002,443.0,645.3787841796875,LSTM
2023-10-17,P0002,487.0,645.3787841796875,LSTM
2023-10-18,P0002,618.0,645.3787841796875,LSTM
2023-10-19,P0002,717.0,645.3787841796875,LSTM
2023-10-20,P0002,513.0,645.3787841796875,LSTM
2023-10-21,P0002,562.0,645.3787841796875,LSTM
2023-10-22,P0002,802.0,645.3787841796875,LSTM
2023-10-23,P0002,540.0,645.3787841796875,LSTM
2023-10-24,P0002,397.0,645.3787841796875,LSTM
2023-10-25,P0002,604.0,645.3787841796875,LSTM
2023-10-26,P0002,894.0,645.3787841796875,LSTM
2023-10-27,P0002,370.0,645.3787841796875,LSTM
2023-10-28,P0002,276.0,645.3787841796875,LSTM
2023-10-29,P0002,887.0,645.3787841796875,LSTM
2023-10-30,P0002,252.0,645.3787841796875,LSTM
2023-10-31,P0002,307.0,645.3787841796875,LSTM
2023-11-01,P0002,653.0,645.3787841796875,LSTM
2023-11-02,P0002,628.0,645.3787841796875,LSTM
2023-11-03,P0002,746.0,645.3787841796875,LSTM
2023-11-04,P0002,422.0,645.3787841796875,LSTM
2023-11-05,P0002,264.0,645.3787841796875,LSTM
2023-11-06,P0002,1242.0,645.3787841796875,LSTM
2023-11-07,P0002,711.0,645.3787841796875,LSTM
2023-11-08,P0002,804.0,645.3787841796875,LSTM
2023-11-09,P0002,687.0,645.3787841796875,LSTM
2023-11-10,P0002,399.0,645.3787841796875,LSTM
2023-11-11,P0002,795.0,645.3787841796875,LSTM
2023-11-12,P0002,644.0,645.3787841796875,LSTM
2023-11-13,P0002,329.0,645.3787841796875,LSTM
2023-11-14,P0002,872.0,645.3787841796875,LSTM
2023-11-15,P0002,981.0,645.3787841796875,LSTM
2023-11-16,P0002,344.0,645.3787841796875,LSTM
2023-11-17,P0002,682.0,645.3787841796875,LSTM
2023-11-18,P0002,763.0,645.3787841796875,LSTM
2023-11-19,P0002,607.0,645.3787841796875,LSTM
2023-11-20,P0002,681.0,645.3787841796875,LSTM
2023-11-21,P0002,780.0,645.3787841796875,LSTM
2023-11-22,P0002,568.0,645.3787841796875,LSTM
2023-11-23,P0002,535.0,645.3787841796875,LSTM
2023-11-24,P0002,710.0,645.3787841796875,LSTM
2023-11-25,P0002,447.0,645.3787841796875,LSTM
2023-11-26,P0002,1017.0,645.3787841796875,LSTM
2023-11-27,P0002,360.0,645.3787841796875,LSTM
2023-11-28,P0002,255.0,645.3787841796875,LSTM
2023-11-29,P0002,1109.0,645.3787841796875,LSTM
2023-11-30,P0002,853.0,645.3787841796875,LSTM
2023-12-01,P0002,288.0,645.3787841796875,LSTM
2023-12-02,P0002,364.0,645.3787841796875,LSTM
2023-12-03,P0002,1024.0,645.3787841796875,LSTM
2023-12-04,P0002,651.0,645.3787841796875,LSTM
2023-12-05,P0002,626.0,645.3787841796875,LSTM
2023-12-06,P0002,552.0,645.3787841796875,LSTM
2023-12-07,P0002,542.0,645.3787841796875,LSTM
2023-12-08,P0002,590.0,645.3787841796875,LSTM
2023-12-09,P0002,400.0,645.3787841796875,LSTM
2023-12-10,P0002,766.0,645.3787841796875,LSTM
2023-12-11,P0002,450.0,645.3787841796875,LSTM
2023-12-12,P0002,715.0,645.3787841796875,LSTM
2023-12-13,P0002,915.0,645.3787841796875,LSTM
2023-12-14,P0002,782.0,645.3787841796875,LSTM
2023-12-15,P0002,859.0,645.3787841796875,LSTM
2023-12-16,P0002,573.0,645.3787841796875,LSTM
2023-12-17,P0002,544.0,645.3787841796875,LSTM
2023-12-18,P0002,754.0,645.3787841796875,LSTM
2023-12-19,P0002,505.0,645.3787841796875,LSTM
2023-12-20,P0002,922.0,645.3787841796875,LSTM
2023-12-21,P0002,537.0,645.3787841796875,LSTM
2023-12-22,P0002,452.0,645.3787841796875,LSTM
2023-12-23,P0002,1038.0,645.3787841796875,LSTM
2023-12-24,P0002,1056.0,645.3787841796875,LSTM
2023-12-25,P0002,629.0,645.3787841796875,LSTM
2023-12-26,P0002,1261.0,645.3787841796875,LSTM
2023-12-27,P0002,705.0,645.3787841796875,LSTM
2023-12-28,P0002,949.0,645.3787841796875,LSTM
2023-12-29,P0002,627.0,645.3787841796875,LSTM
2023-12-30,P0002,743.0,645.3787841796875,LSTM
2023-12-31,P0002,820.0,645.3787841796875,LSTM
2024-01-01,P0002,631.0,645.3787841796875,LSTM
2023-08-08,P0003,871.0,668.7467651367188,LSTM
2023-08-09,P0003,961.0,671.7000122070312,LSTM
2023-08-10,P0003,1195.0,660.083251953125,LSTM
2023-08-11,P0003,216.0,661.8580322265625,LSTM
2023-08-12,P0003,542.0,661.22216796875,LSTM
2023-08-13,P0003,657.0,663.0676879882812,LSTM
2023-08-14,P0003,570.0,663.5076904296875,LSTM
2023-08-15,P0003,319.0,663.1456298828125,LSTM
2023-08-16,P0003,711.0,663.1473388671875,LSTM
2023-08-17,P0003,1224.0,663.0222778320312,LSTM
2023-08-18,P0003,371.0,663.043212890625,LSTM
2023-08-19,P0003,595.0,663.0418701171875,LSTM
2023-08-20,P0003,789.0,663.0635375976562,LSTM
2023-08-21,P0003,365.0,663.0673828125,LSTM
2023-08-22,P0003,509.0,663.0632934570312,LSTM
2023-08-23,P0003,755.0,663.0628051757812,LSTM
2023-08-24,P0003,541.0,663.0614624023438,LSTM
2023-08-25,P0003,373.0,663.0618286132812,LSTM
2023-08-26,P0003,678.0,663.0618286132812,LSTM
2023-08-27,P0003,781.0,663.0621337890625,LSTM
2023-08-28,P0003,670.0,663.0621337890625,LSTM
2023-08-29,P0003,410.0,663.0621337890625,LSTM
2023-08-30,P0003,1366.0,663.0620727539062,LSTM
2023-08-31,P0003,309.0,663.0620727539062,LSTM
2023-09-01,P0003,550.0,663.0621337890625,LSTM
2023-09-02,P0003,883.0,663.0621337890625,LSTM
2023-09-03,P0003,459.0,663.0621337890625,LSTM
2023-09-04,P0003,287.0,663.0621337890625,LSTM
2023-09-05,P0003,757.0,663.0621337890625,LSTM
2023-09-06,P0003,786.0,663.0621337890625,LSTM
2023-09-07,P0003,1148.0,663.0621337890625,LSTM
2023-09-08,P0003,469.0,663.0621337890625,LSTM
2023-09-09,P0003,1150.0,663.0621337890625,LSTM
2023-09-10,P0003,653.0,663.0621337890625,LSTM
2023-09-11,P0003,753.0,663.0621337890625,LSTM
2023-09-12,P0003,274.0,663.0621337890625,LSTM
2023-09-13,P0003,697.0,663.0621337890625,LSTM
2023-09-14,P0003,1057.0,663.0621337890625,LSTM
2023-09-15,P0003,878.0,663.0621337890625,LSTM
2023-09-16,P0003,644.0,663.0621337890625,LSTM
2023-09-17,P0003,521.0,663.0621337890625,LSTM
2023-09-18,P0003,785.0,663.0621337890625,LSTM
2023-09-19,P0003,491.0,663.0621337890625,LSTM
2023-09-20,P0003,327.0,663.0621337890625,LSTM
2023-09-21,P0003,918.0,663.0621337890625,LSTM
2023-09-22,P0003,587.0,663.0621337890625,LSTM
2023-09-23,P0003,654.0,663.0621337890625,LSTM
2023-09-24,P0003,1173.0,663.0621337890625,LSTM
2023-09-25,P0003,637.0,663.0621337890625,LSTM
2023-09-26,P0003,516.0,663.0621337890625,LSTM
2023-09-27,P0003,801.0,663.0621337890625,LSTM
2023-09-28,P0003,1118.0,663.0621337890625,LSTM
2023-09-29,P0003,1085.0,663.0621337890625,LSTM
2023-09-30,P0003,664.0,663.0621337890625,LSTM
2023-10-01,P0003,530.0,663.0621337890625,LSTM
2023-10-02,P0003,692.0,663.0621337890625,LSTM
2023-10-03,P0003,410.0,663.0621337890625,LSTM
2023-10-04,P0003,530.0,663.0621337890625,LSTM
2023-10-05,P0003,384.0,663.0621337890625,LSTM
2023-10-06,P0003,624.0,663.0621337890625,LSTM
2023-10-07,P0003,1014.0,663.0621337890625,LSTM
2023-10-08,P0003,1119.0,663.0621337890625,LSTM
2023-10-09,P0003,817.0,663.0621337890625,LSTM
2023-10-10,P0003,683.0,663.0621337890625,LSTM
2023-10-11,P0003,919.0,663.0621337890625,LSTM
2023-10-12,P0003,894.0,663.0621337890625,LSTM
2023-10-13,P0003,899.0,663.0621337890625,LSTM
2023-10-14,P0003,411.0,663.0621337890625,LSTM
2023-10-15,P0003,622.0,663.0621337890625,LSTM
2023-10-16,P0003,514.0,663.0621337890625,LSTM
2023-10-17,P0003,577.0,663.0621337890625,LSTM
2023-10-18,P0003,388.0,663.0621337890625,LSTM
2023-10-19,P0003,355.0,663.0621337890625,LSTM
2023-10-20,P0003,989.0,663.0621337890625,LSTM
2023-10-21,P0003,594.0,663.0621337890625,LSTM
2023-10-22,P0003,536.0,663.0621337890625,LSTM
2023-10-23,P0003,374.0,663.0621337890625,LSTM
2023-10-24,P0003,823.0,663.0621337890625,LSTM
2023-10-25,P0003,990.0,663.0621337890625,LSTM
2023-10-26,P0003,898.0,663.0621337890625,LSTM
2023-10-27,P0003,658.0,663.0621337890625,LSTM
2023-10-28,P0003,429.0,663.0621337890625,LSTM
2023-10-29,P0003,836.0,663.0621337890625,LSTM
2023-10-30,P0003,409.0,663.0621337890625,LSTM
2023-10-31,P0003,636.0,663.0621337890625,LSTM
2023-11-01,P0003,830.0,663.0621337890625,LSTM
2023-11-02,P0003,602.0,663.0621337890625,LSTM
2023-11-03,P0003,653.0,663.0621337890625,LSTM
2023-11-04,P0003,881.0,663.0621337890625,LSTM
2023-11-05,P0003,133.0,663.0621337890625,LSTM
2023-11-06,P0003,1051.0,663.0621337890625,LSTM
2023-11-07,P0003,384.0,663.0621337890625,LSTM
2023-11-08,P0003,657.0,663.0621337890625,LSTM
2023-11-09,P0003,686.0,663.0621337890625,LSTM
2023-11-10,P0003,541.0,663.0621337890625,LSTM
2023-11-11,P0003,284.0,663.0621337890625,LSTM
2023-11-12,P0003,468.0,663.0621337890625,LSTM
2023-11-13,P0003,789.0,663.0621337890625,LSTM
2023-11-14,P0003,480.0,663.0621337890625,LSTM
2023-11-15,P0003,727.0,663.0621337890625,LSTM
2023-11-16,P0003,786.0,663.0621337890625,LSTM
2023-11-17,P0003,399.0,663.0621337890625,LSTM
2023-11-18,P0003,522.0,663.0621337890625,LSTM
2023-11-19,P0003,627.0,663.0621337890625,LSTM
2023-11-20,P0003,708.0,663.0621337890625,LSTM
2023-11-21,P0003,484.0,663.0621337890625,LSTM
2023-11-22,P0003,763.0,663.0621337890625,LSTM
2023-11-23,P0003,680.0,663.0621337890625,LSTM
2023-11-24,P0003,735.0,663.0621337890625,LSTM
2023-11-25,P0003,803.0,663.0621337890625,LSTM
2023-11-26,P0003,820.0,663.0621337890625,LSTM
2023-11-27,P0003,718.0,663.0621337890625,LSTM
2023-11-28,P0003,1157.0,663.0621337890625,LSTM
2023-11-29,P0003,401.0,663.0621337890625,LSTM
2023-11-30,P0003,1354.0,663.0621337890625,LSTM
2023-12-01,P0003,792.0,663.0621337890625,LSTM
2023-12-02,P0003,726.0,663.0621337890625,LSTM
2023-12-03,P0003,568.0,663.0621337890625,LSTM
2023-12-04,P0003,803.0,663.0621337890625,LSTM
2023-12-05,P0003,925.0,663.0621337890625,LSTM
2023-12-06,P0003,835.0,663.0621337890625,LSTM
2023-12-07,P0003,480.0,663.0621337890625,LSTM
2023-12-08,P0003,565.0,663.0621337890625,LSTM
2023-12-09,P0003,868.0,663.0621337890625,LSTM
2023-12-10,P0003,211.0,663.0621337890625,LSTM
2023-12-11,P0003,451.0,663.0621337890625,LSTM
2023-12-12,P0003,909.0,663.0621337890625,LSTM
2023-12-13,P0003,491.0,663.0621337890625,LSTM
2023-12-14,P0003,423.0,663.0621337890625,LSTM
2023-12-15,P0003,424.0,663.0621337890625,LSTM
2023-12-16,P0003,653.0,663.0621337890625,LSTM
2023-12-17,P0003,882.0,663.0621337890625,LSTM
2023-12-18,P0003,358.0,663.0621337890625,LSTM
2023-12-19,P0003,419.0,663.0621337890625,LSTM
2023-12-20,P0003,873.0,663.0621337890625,LSTM
2023-12-21,P0003,746.0,663.0621337890625,LSTM
2023-12-22,P0003,576.0,663.0621337890625,LSTM
2023-12-23,P0003,1019.0,663.0621337890625,LSTM
2023-12-24,P0003,452.0,663.0621337890625,LSTM
2023-12-25,P0003,963.0,663.0621337890625,LSTM
2023-12-26,P0003,994.0,663.0621337890625,LSTM
2023-12-27,P0003,544.0,663.0621337890625,LSTM
2023-12-28,P0003,986.0,663.0621337890625,LSTM
2023-12-29,P0003,516.0,663.0621337890625,LSTM
2023-12-30,P0003,644.0,663.0621337890625,LSTM
2023-12-31,P0003,561.0,663.0621337890625,LSTM
2024-01-01,P0003,330.0,663.0621337890625,LSTM
2023-08-08,P0004,606.0,686.8474352537763,Prophet
2023-08-09,P0004,752.0,696.2179251035354,Prophet
2023-08-10,P0004,398.0,673.1628553172038,Prophet
2023-08-11,P0004,698.0,723.5038148978554,Prophet
2023-08-12,P0004,607.0,712.8027755518542,Prophet
2023-08-13,P0004,486.0,691.2689931550177,Prophet
2023-08-14,P0004,308.0,663.2240782304119,Prophet
2023-08-15,P0004,700.0,665.699802442249,Prophet
2023-08-16,P0004,655.0,673.653392377332,Prophet
2023-08-17,P0004,477.0,649.8882759603256,Prophet
2023-08-18,P0004,500.0,700.2475516945242,Prophet
2023-08-19,P0004,991.0,690.2937342735509,Prophet
2023-08-20,P0004,255.0,670.2153691841023,Prophet
2023-08-21,P0004,252.0,644.2924217459924,Prophet
2023-08-22,P0004,346.0,649.4950082649464,Prophet
2023-08-23,P0004,664.0,660.7002038410823,Prophet
2023-08-24,P0004,665.0,640.6148582855648,Prophet
2023-08-25,P0004,464.0,694.9716399469273,Prophet
2023-08-26,P0004,461.0,689.2117953220281,Prophet
2023-08-27,P0004,696.0,673.395137749379,Prophet
2023-08-28,P0004,509.0,651.669079735115,Prophet
2023-08-29,P0004,357.0,660.8711765280942,Prophet
2023-08-30,P0004,267.0,675.7498090148362,Prophet
2023-08-31,P0004,598.0,658.8908274289491,Prophet
2023-09-01,P0004,1125.0,715.9172653388134,Prophet
2023-09-02,P0004,737.0,712.175504218897,Prophet
2023-09-03,P0004,553.0,697.648300212291,Prophet
2023-09-04,P0004,684.0,676.4263948111125,Prophet
2023-09-05,P0004,430.0,685.3130959013234,Prophet
2023-09-06,P0004,551.0,699.0463902024572,Prophet
2023-09-07,P0004,1161.0,680.2263578032884,Prophet
2023-09-08,P0004,767.0,734.5149654013716,Prophet
2023-09-09,P0004,806.0,727.3216048089325,Prophet
2023-09-10,P0004,710.0,708.7147943895385,Prophet
2023-09-11,P0004,365.0,682.8917911032468,Prophet
2023-09-12,P0004,812.0,686.7805450147346,Prophet
2023-09-13,P0004,1177.0,695.2586211377239,Prophet
2023-09-14,P0004,682.0,671.076940063389,Prophet
2023-09-15,P0004,606.0,720.0555095708708,Prophet
2023-09-16,P0004,730.0,707.764621743985,Prophet
2023-09-17,P0004,603.0,684.4320507046741,Prophet
2023-09-18,P0004,161.0,654.4081224078315,Prophet
2023-09-19,P0004,691.0,654.7632150348044,Prophet
2023-09-20,P0004,1088.0,660.5024409562291,Prophet
2023-09-21,P0004,593.0,634.4854836543269,Prophet
2023-09-22,P0004,557.0,682.618876147807,Prophet
2023-09-23,P0004,645.0,670.5342988681949,Prophet
2023-09-24,P0004,1315.0,648.4935215787482,Prophet
2023-09-25,P0004,378.0,620.8519336454558,Prophet
2023-09-26,P0004,277.0,624.6552751886351,Prophet
2023-09-27,P0004,498.0,634.8543534732291,Prophet
